"",gene_symbol,GSM1936737,GSM1936738,GSM1936739,GSM1936740,GSM1936741,GSM1936742,GSM1936743,GSM1936744,GSM1936745,GSM1936746,GSM1936747,GSM1936748,GSM1936749,GSM1936750,GSM1936751,GSM1936752,GSM1936753,GSM1936754
ENSG00000196547,MAN2A2,1557.5949,1476.5215,1161.4204,1960.696,1301.8378,1270.7365,1600.0917,1393.8876,1360.4596,1234.0467,1396.158,1464.499,1900.9217,2106.1807,2737.4965,2980.4345,1816.2979,1776.5337
ENSG00000196549,MME,5736.2158,5735.9473,7711.8849,15153.2623,5116.7014,4576.5325,6239.623,6940.3709,9219.2687,7895.6916,6398.9019,6218.4021,3412.0436,3535.4039,11092.4672,14453.291,3045.0386,3073.2847
ENSG00000196550,FAM72C,90.122,58.1302,69.8387,181.261,144.6523,134.0137,140.1156,118.1492,143.3994,138.5355,163.4071,152.4194,71.8877,87.7216,213.9945,288.7808,160.8186,149.5271
ENSG00000196553,LINC00238,0,0,0,0,0,0,0,0,0,0,0.5692,0,0,1.9106,0,0.9673,0,0
ENSG00000196557,CACNA1H,719.7752,752.7725,780.6098,1484.0951,446.4616,441.871,273.6576,355.6531,306.9883,281.9808,219.2668,217.344,386.063,422.3088,834.3377,812.722,238.0958,206.9057
ENSG00000196562,SULF2,482.4779,423.6104,260.99,540.9085,330.7579,357.4149,270.5027,270.4154,153.8137,157.2233,226.722,228.6416,611.4741,634.0274,733.7818,742.2521,546.0052,506.8587
ENSG00000196565,HBG2,8.6659,11.6372,12.5688,26.6273,8.216,5.0324,50.0624,38.7951,30.079,42.9538,40.462,37.1754,18.7169,21.5194,90.0732,92.8902,15.6019,25.061
ENSG00000196569,LAMA2,847.3101,953.8467,836.3346,1107.7873,1091.2959,886.9006,675.7366,938.2391,456.3842,521.7486,954.9321,1002.9113,2053.1681,1604.8818,2842.523,2994.7883,1391.0475,1955.1514
ENSG00000196570,PFN3,0,0,0.9974,0,0,0,0,0,0.9814,0,0,0,0,0,0,0,0,0
ENSG00000196576,PLXNB2,15694.9024,14791.6122,14632.8024,27628.9185,11935.4404,12001.8208,13828.7621,13785.4184,14554.4328,15133.9521,11567.5246,12356.3969,20440.717,20739.5063,31295.9895,31928.6392,15278.8174,15082.0786
ENSG00000196578,OR5AC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196581,AJAP1,2.4549,4.9076,2.3986,4.8466,4.8888,8.1659,3.2936,7.3208,9.624,12.0817,14.6057,4.8157,16.931,14.6603,53.9886,52.9857,9.6813,25.1666
ENSG00000196584,XRCC2,168.7851,183.7549,90.532,209.8461,111.2724,89.694,527.4197,460.6459,178.696,178.3362,212.4226,194.6869,184.8165,207.2829,233.3803,377.9057,104.4038,130.3274
ENSG00000196586,MYO6,1935.5876,1809.0251,1489.7788,3070.4402,2126.8283,2014.8921,1733.1299,1887.9197,1834.283,1665.7317,2005.7884,1943.5355,2069.8055,2578.8435,4263.8831,5145.3015,2651.0064,2691.827
ENSG00000196588,MKL1,3342.1257,3167.5914,4981.2057,9305.8908,3733.0484,3503.3022,3030.2033,2659.6523,3997.3639,3886.8165,2663.0869,2658.5976,2616.4813,2647.8438,6384.3664,6367.7489,3167.3936,3422.8628
ENSG00000196589,LOC729458,0,0,0,0,0,0.7807,0,0,0,0,0,0,0,1.0102,0,0,0,0
ENSG00000196591,HDAC2,4650.37,4367.2698,3498.3579,7514.9696,3301.6897,3105.2145,5774.3772,5912.5797,4247.0238,4229.9681,3791.8031,3943.2164,4459.8326,5114.2584,6939.5724,8471.4072,3613.5181,4023.4325
ENSG00000196597,ZNF782,51.8118,83.8875,47.269,63.5736,60.0729,79.1318,53.3711,66.947,63.0614,27.4817,46.8467,42.1863,56.5941,68.224,66.4001,104.5421,66.6882,43.069
ENSG00000196600,SLC22A25,5.0409,4.0456,4.9356,9.1173,4.028,6.0186,3.0027,4.0251,4.9581,0.9969,3.0054,7.3547,1.9901,7.0249,9.0339,10.9984,6.9687,6.9908
ENSG00000196604,POTEF,7.3543,3.1476,3.083,4.0578,0,6.2532,2.055,6.978,3.0099,0,0,4.0687,0,0,8.0041,2.9962,0,7.722
ENSG00000196605,ZNF846,101.41,102.4267,120.0327,232.6352,141.84,107.9898,90.2991,87.8644,134.5191,139.7515,106.281,98.3614,140.5242,121.0219,226.3004,237.7766,193.8016,174.6808
ENSG00000196610,HLA-DQB2,0,0,0,0.1225,0.0659,0,0.0491,0.0684,0,0.0502,0,0.0696,0.1217,0.0642,0,0.0516,0,0.0621
ENSG00000196611,MMP1,1689.396,1521.2471,3054.9566,5809.9512,2736.821,2714.3179,6898.8557,6820.0493,10983.5865,11143.1931,10080.5376,10664.7919,3411.6137,3586.6555,18932.3347,21242.5356,5196.5694,5396.8035
ENSG00000196616,ADH1B,1.8454,0.8987,1.8473,2.7157,0.889,2.2367,2.7246,4.2049,0,1.9587,1.9269,0,29.816,39.7918,4.9748,9.3493,6.2999,6.6754
ENSG00000196620,UGT2B15,1.0161,0,1.0269,3.0139,0,1.1352,0,1.191,2.1361,0,0,4.3583,0,3.6892,2.308,4.3648,2.1962,2.1438
ENSG00000196628,TCF4,6686.1238,6300.6746,5995.2933,12826.8973,7166.8798,8338.4087,4053.6712,4106.7171,5040.8896,3736.0436,5521.6191,6019.2071,1866.001,2855.1312,6211.7367,7493.7248,5776.5373,6151.6091
ENSG00000196632,WNK3,138.8099,126.9441,79.3264,188.5284,100.1446,170.4992,131.8151,201.3066,56.5083,62.8067,63.9716,132.4882,136.8101,213.4628,130.0518,189.5186,105.9857,128.5776
ENSG00000196634,LUADT1,1.1145,0,0,2.2207,1.9533,0,1.7883,1.2924,0,2.1002,1.1031,1.2371,0,4.4907,1.1376,2.7656,2.2666,0
ENSG00000196636,SDHAF3,172.2394,161.6816,89.8167,158.9366,103.8146,109.5027,211.5998,183.0237,108.6995,123.6203,133.9635,145.8054,144.6676,123.9052,133.2828,120.5193,83.0237,77.5616
ENSG00000196639,HRH1,871.2464,916.0286,1309.675,2744.6637,1973.733,1984.4473,1365.0223,1481.7383,2152.1493,1986.6889,2250.5715,2248.195,1843.1996,2281.6064,6535.7905,7494.0676,1978.7584,2192.0915
ENSG00000196642,RABL6,2896.2653,2931.969,1924.2479,4304.778,2458.0993,2280.3481,3123.8128,3287.4407,3011.9784,3135.0541,2512.8376,2772.0816,3694.8362,3873.8865,4738.0456,4874.1947,2325.8473,2738.5209
ENSG00000196646,ZNF136,329.2639,385.3787,295.6736,671.9195,332.7553,360.5883,293.8699,270.2125,260.8986,280.0606,319.1186,290.9794,373.8819,413.0973,616.6802,837.7542,393.8418,510.9191
ENSG00000196652,ZKSCAN5,692.833,679.3958,660.5773,1446.4845,895.1261,846.4453,706.5416,748.8168,704.6492,691.5734,768.0402,764.2995,855.9174,939.348,1552.7944,1769.9518,874.8029,992.097
ENSG00000196653,ZNF502,90.5707,89.1654,80.6646,165.0045,71.4892,79.1409,97.2029,86.5091,90.5814,97.018,74.6287,73.6308,80.1153,94.0118,153.3038,199.4249,83.991,90.168
ENSG00000196655,TRAPPC4,624.2721,650.2307,590.3256,1144.8766,603.4326,636.4982,705.8058,677.2069,674.5335,703.7971,620.8801,573.7564,680.179,692.5814,1262.5533,1534.3067,633.2074,639.9115
ENSG00000196659,TTC30B,111.5145,97.9453,117.6593,247.8389,255.6941,232.9931,106.9415,126.5084,146.6135,143.6702,158.2935,237.1257,139.6017,160.0838,311.3173,349.7744,341.0093,361.4589
ENSG00000196660,SLC30A10,1.9963,0,0,1.9771,0.9969,2.979,0,1.9923,0.9817,0,0,0.9818,0.984,2.9805,3.9739,5.9097,3.9423,5.8705
ENSG00000196661,OR8B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196663,TECPR2,1640.6893,1529.2002,1240.1533,2789.5924,1628.5738,1602.0392,1238.2666,1529.6794,1624.3582,1524.123,1365.3663,1323.9428,1909.6848,2057.3061,3443.6451,3066.2597,1855.8186,1883.8717
ENSG00000196664,TLR7,0,0,3.1261,9.0746,3.1454,3.2227,3.1756,1.1144,2.0627,3.2709,3.1501,7.2792,3.3618,2.1199,15.9862,9.6522,1.1242,1.0351
ENSG00000196666,FAM180B,0,1.0317,0,2.1804,2.2028,3.383,3.8713,1.3771,0,1.8379,0,0,1.8142,2.14,6.2872,8.7531,3.5638,3.5125
ENSG00000196668,LINC00173,2.3611,2.1503,0.575,1.7389,0,3.4909,0.5834,0,5.5633,16.429,8.4545,6.2109,13.1743,6.3479,37.5009,29.5121,25.8795,12.9365
ENSG00000196670,ZFP62,338.5945,306.7183,274.4439,490.5041,378.5199,333.2717,309.7165,313.5902,257.9304,230.1349,301.0075,381.1516,324.3256,275.9211,474.5278,487.7782,374.8771,406.7595
ENSG00000196678,ERI2,403.3161,349.0002,210.4776,585.8683,226.1375,296.7505,605.5171,619.5829,405.1594,336.0983,504.4005,453.9646,336.3086,380.9359,528.0008,749.0635,318.983,366.845
ENSG00000196683,TOMM7,1407.7962,1616.6391,1199.6214,2485.0671,1599.7335,1614.1003,1652.3632,1722.4378,1606.3242,1933.0586,1442.8188,1644.3058,1746.9101,1710.2426,2731.2986,2868.9446,1684.3571,1961.691
ENSG00000196684,HSH2D,4.0455,5.7898,172.4791,336.6808,54.6291,60.2573,7.0624,3.3159,187.1505,210.0007,68.2823,62.7994,9.492,4.7907,353.395,465.3016,105.8367,79.6393
ENSG00000196689,TRPV1,70.8977,76.4148,72.8091,150.5582,40.4206,34.5905,83.24,108.1525,48.539,86.7717,52.5794,50.3421,106.8752,143.3806,165.5101,194.6022,77.7059,74.1287
ENSG00000196693,ZNF33B,111.1357,124.1091,155.3569,330.8295,158.3684,133.7655,237.9375,236.6709,189.4789,228.8315,197.1009,190.5915,344.8675,228.2245,562.6397,647.0836,197.5249,177.3298
ENSG00000196696,PDXDC2P-NPIPB14P,603.1705,557.1097,855.332,1645.6924,693.7591,648.971,758.5124,591.1036,630.0657,745.1196,612.6755,673.0801,822.4967,802.2659,1674.4646,2391.8696,1049.3648,854.3415
ENSG00000196700,ZNF512B,1864.2898,2019.6569,1654.0845,3452.0703,1347.1987,1311.8442,1860.2263,1873.4726,1978.7238,1955.6574,1214.1994,1247.0949,2586.2354,2888.9273,5126.111,4961.142,1688.9946,1729.0341
ENSG00000196704,AMZ2,1621.8979,1567.1896,875.7885,1628.3191,956.1598,868.9876,1530.6981,1591.6249,1220.9852,1231.6693,1076.2732,1150.5468,1868.8147,2001.6137,1919.8509,2271.9863,1246.6612,1433.7139
ENSG00000196705,ZNF431,283.8847,251.6604,347.3402,772.4682,209.0809,391.2249,326.4693,329.4683,312.2823,308.3098,371.8977,298.3867,317.3896,304.8111,605.4535,667.8938,386.2256,457.7284
ENSG00000196711,ALKAL1,356.7296,291.4095,743.1129,1357.8828,683.5927,636.9756,190.2206,152.2255,264.74,237.5778,354.1985,276.2739,47.8163,44.2323,241.6745,242.0254,117.1296,128.9902
ENSG00000196712,NF1,3670.1813,3656.8668,3088.3381,7060.7794,3317.117,3023.1829,4530.4781,4130.7435,3658.0718,3156.943,3599.7747,3491.8839,4839.341,5263.2566,6351.0144,9494.9107,4874.1734,4713.092
ENSG00000196715,VKORC1L1,2809.694,2647.4049,1885.1155,3506.048,2096.6085,2075.6884,3291.8349,3505.8428,2215.2767,2232.2482,2370.2607,2456.1526,2472.6756,2895.2723,4311.1891,4744.4361,2130.1244,2294.3059
ENSG00000196724,ZNF418,70.295,73.8358,132.7189,153.2223,83.96,70.5987,105.7134,84.6358,107.8406,139.7517,70.0875,85.9097,58.662,90.0085,186.3895,173.6714,104.9426,122.8268
ENSG00000196730,DAPK1,57.1399,65.0764,31.0013,69.2706,30.9259,53.4621,37.8475,32.4565,22.4887,33.9159,27.4619,83.4717,104.0379,113.8199,129.1879,159.5302,107.0432,76.135
ENSG00000196734,LCE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196735,HLA-DQA1,3.3038,2.3685,1.31,11.8653,0,10.1158,9.2498,3.145,6.0398,5.8257,3.2867,3.9112,1.3032,10.3028,12.1746,9.4668,5.7152,5.3362
ENSG00000196739,COL27A1,2389.0507,2029.6235,3297.132,5787.5961,2652.3309,2647.1068,2017.8524,1800.9011,1399.9252,1529.7133,1680.9324,1695.5668,2230.1153,2367.9309,4873.0211,5894.7758,3328.9959,3136.3285
ENSG00000196743,GM2A,1436.2595,1440.3299,889.7735,1754.1415,1257.7843,1235.0947,1892.6358,2125.5314,1505.1365,1590.6436,1705.9071,1802.1461,1763.3054,1828.0186,2365.0107,2467.4724,1529.2442,1794.6149
ENSG00000196747,HIST1H2AI,10.5414,11.9902,1.6255,16.8429,9.0242,1.4047,15.3505,10.2298,3.8095,11.6545,1.7313,7.992,18.0402,16.0184,10.6771,24.8266,14.2205,7.8096
ENSG00000196748,CLPSL2,0,0,0,0.8714,1.3603,1.3186,0,1.7256,0,0,0,1.3523,2.7625,0,0,1.5342,0.9022,1.2969
ENSG00000196754,S100A2,97.238,81.6014,43.3188,81.9415,101.7532,74.0865,131.2783,168.7495,109.5952,140.4099,116.1337,141.4061,90.9603,92.3762,123.5694,136.6881,73.3514,78.8042
ENSG00000196756,SNHG17,328.0047,323.1254,255.2537,553.3947,271.821,284.0297,493.5233,397.8722,351.6987,418.3919,284.8176,322.1987,358.7408,363.9186,649.6701,763.8481,254.0493,282.1467
ENSG00000196757,ZNF700,290.6484,213.8668,329.5809,596.1777,326.1964,291.28,443.2118,326.5432,324.4316,331.2935,366.453,406.7409,356.1493,395.7764,597.462,838.4424,482.0604,531.5262
ENSG00000196767,POU3F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196772,OR14A16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196776,CD47,5603.9844,4717.8997,10537.8769,20603.4897,9985.0449,9406.6182,9970.6169,9983.3881,16450.4956,18107.076,12622.6634,12452.9069,8220.2772,9653.015,36079.0537,40662.7963,12869.9781,13384.8243
ENSG00000196778,OR52K1,0,0,1.011,1.029,0,0,0,0,0,0,0,3.0654,0,0,0,0,1.0283,2.0084
ENSG00000196781,TLE1,1273.6765,1222.3571,1055.3308,2027.3194,1225.8785,1271.9429,1219.6248,1188.3876,1364.2037,1364.7418,1143.8251,1170.5115,2024.6804,1895.7999,3386.923,3988.4163,2067.1304,2417.837
ENSG00000196782,MAML3,964.4568,839.0918,1021.0404,1961.6603,1181.0303,1185.3504,433.514,507.7922,795.0919,650.6544,689.5253,618.1492,372.4233,424.6933,1588.2262,1870.2108,843.3947,845.092
ENSG00000196787,HIST1H2AG,93.952,84.3764,63.0163,132.6547,56.292,67.4245,116.2652,111.6241,73.0752,69.4804,81.3702,53.8454,75.5102,121.6545,125.5282,158.043,58.2683,63.0754
ENSG00000196792,STRN3,1652.4577,1476.075,1567.6539,3184.6598,1853.7248,1961.422,1777.207,1590.8693,1500.2686,1520.7848,1500.487,1622.387,1430.2444,1639.834,2492.2265,3432.2797,1610.4978,1786.8185
ENSG00000196793,ZNF239,145.1472,131.7268,101.0733,235.0396,143.0614,114.2364,200.0745,200.7577,184.4274,175.4239,157.5647,164.2218,135.1592,179.9737,266.6878,353.8022,135.3078,124.148
ENSG00000196800,SPINK14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196805,SPRR2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196811,CHRNG,0,0,0,0.9502,0,0,0,1.9067,0.941,0,0,0,2.5945,0,1.9077,0,0.9507,0
ENSG00000196812,ZSCAN16,73.1579,70.6085,43.5036,89.0488,105.4517,107.6984,67.1402,82.1151,62.322,67.0893,66.1429,88.1614,53.9895,75.2958,131.0279,173.9131,101.9955,119.0313
ENSG00000196814,MVB12B,305.8956,340.3392,479.0271,865.0624,764.4939,815.7948,235.4505,272.4291,389.6789,385.3314,507.6512,521.3896,372.8184,433.9997,1009.8316,1029.2966,790.4974,923.4096
ENSG00000196821,C6orf106,3621.2025,3599.4072,3613.8923,7603.4728,3872.4317,3831.7782,3605.2044,3717.9488,4089.8844,4304.4026,3450.3724,3513.4462,3604.132,3996.5833,9486.3192,9443.3658,3327.2351,3907.6596
ENSG00000196826,ZNF709,0,34.9706,0,21.8464,14.1326,30.9136,9.4807,19.275,0,9.1151,13.0622,23.3362,11.9912,31.9607,14.474,0.8777,0,63.9504
ENSG00000196832,OR11G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196834,POTEI,0,10.4535,6.2279,14.6151,5.4363,3.8302,13.2075,4.1969,7.9097,3.3187,8.1071,4.5703,8.8496,10.626,12.851,8.838,13.3582,0
ENSG00000196839,ADA,167.3185,152.809,144.0091,290.3579,88.9957,103.6179,251.6327,158.6968,202.6826,226.4889,156.7561,150.4743,193.3924,196.4449,524.5492,546.6301,154.4311,145.3313
ENSG00000196843,ARID5A,336.4662,321.5436,781.4515,1562.9677,1317.6924,1329.6961,296.2427,266.4455,558.1558,591.1466,893.0141,868.472,364.8172,341.9433,1526.9546,1517.332,1189.1155,1256.8495
ENSG00000196844,PATE2,0,3.0305,0.9725,3.1446,1.0042,0,0,0,0,0.9762,1.9666,0,1.9729,1.1142,3.5338,2.9851,0.9926,0
ENSG00000196850,PPTC7,898.7445,830.2934,802.8914,1520.4106,1010.7098,1020.2529,1363.1093,1275.0896,1162.036,1042.1138,1037.0391,1002.2804,1268.2961,1413.1792,2622.4888,3193.1556,1308.7701,1334.7578
ENSG00000196859,KRT39,0,0.6172,3.049,3.0517,2.8129,0.6103,0,0.6119,2.0126,4.8312,1.238,2.0221,0,0.2507,10.5167,11.2524,1.2355,5.4543
ENSG00000196860,TOMM20L,1.3905,0,1.3065,0.8331,0,2.5603,2.6342,2.714,1.2765,2.518,4.2938,1.5364,0.969,7.8912,0.8464,4.7137,0,1.2664
ENSG00000196862,RGPD4,0,0,0,3.2718,0,0,0,0,0,0,0,5.3583,0,0,0,0,0,0
ENSG00000196865,NHLRC2,1136.3408,1072.3725,771.5342,1449.6492,807.3656,979.3715,1309.6691,1262.5957,833.8127,756.9465,981.1599,851.9181,970.6823,1158.0337,1464.1053,1807.5161,739.8669,941.6199
ENSG00000196866,HIST1H2AD,0.9523,0.936,1.2177,0,0,2.3377,0.6885,0,0,0,0,0,4.3352,5.2796,0,1.6608,3.3413,6.9554
ENSG00000196867,ZFP28,326.318,272.6929,231.033,497.0374,279.0218,230.9398,369.9239,318.4832,279.3507,269.8148,224.3679,302.3289,372.9159,427.989,488.3877,572.0552,276.5314,404.6285
ENSG00000196872,KIAA1211L,0,0,3.5369,0,3.0444,0,0,0,0,2.6967,3.0507,0.5551,0,0,1.6865,4.1261,3.6308,0.559
ENSG00000196873,CBWD3,432.6008,366.2793,132.1726,422.5317,325.4856,272.6805,414.3469,470.3418,255.0814,263.8094,408.9518,324.5806,337.8701,440.5416,374.956,320.4661,302.0438,261.8303
ENSG00000196876,SCN8A,1031.8743,818.5187,609.4381,1730.725,422.5481,530.2226,937.3431,917.7973,960.0376,551.1159,500.5908,616.1115,662.4602,920.6977,1102.2448,2088.1675,320.4578,443.7531
ENSG00000196878,LAMB3,204.3536,203.7174,163.6755,303.7568,103.657,359.0838,129.6688,210.33,209.4323,189.7929,179.4795,126.0228,165.7304,176.6494,470.5644,394.7086,118.535,128.1018
ENSG00000196890,HIST3H2BB,6.9126,11.093,14.6569,35.8328,2.3049,4.9022,10.7779,4.497,18.1253,13.3988,5.8563,16.0795,11.3539,15.3025,23.278,42.129,8.0446,11.9976
ENSG00000196900,TEX43,0,0,0.9945,0,0,0,0,0,0,0,0,0,1.0506,0.9983,0,0,0,0.9404
ENSG00000196911,KPNA5,516.2598,490.9502,463.9302,1123.5273,859.19,947.1757,475.7026,536.7715,636.4851,496.2717,822.1234,739.2821,433.84,608.5139,986.7362,1179.9623,815.8997,890.8035
ENSG00000196912,ANKRD36B,179.433,183.5414,104.2212,246.8771,79.9014,51.6872,216.0601,204.762,236.7038,320.1032,138.0276,96.4343,249.9345,265.2249,251.2773,253.3843,261.9324,174.887
ENSG00000196914,ARHGEF12,10040.9207,9094.4374,6271.1966,13230.3352,7964.6267,7746.0645,9075.1425,9650.4936,7946.73,6565.3785,8032.4759,8257.5011,11309.1587,14223.433,17073.7812,20594.949,10953.1714,12489.7562
ENSG00000196917,HCAR1,20.3275,21.0327,28.969,45.7813,31.1349,30.4956,15.3158,27.5555,24.6345,16.8093,20.1692,24.0129,22.702,24.2111,41.9618,46.9676,23.4908,23.9055
ENSG00000196922,ZNF252P,584.1052,553.4048,374.5396,891.4585,435.1119,476.9683,440.5838,505.2933,410.699,333.2957,326.9056,352.167,624.8667,852.6211,807.0825,953.9742,468.4647,570.002
ENSG00000196923,PDLIM7,11570.7815,11735.3024,11074.249,21016.4604,10086.6782,10050.2265,11717.1055,10358.0499,9851.7175,11292.8212,10088.7007,10163.2406,11673.613,11012.1917,19421.4201,20808.5691,10344.3215,10755.2888
ENSG00000196924,FLNA,222176.1283,224388.181,176825.3148,313345.5754,222031.7377,221376.4521,220253.0358,207230.9403,148250.2649,177600.1065,185920.0149,202077.0129,193887.2887,174217.6579,240654.0791,267083.8863,164942.6702,166105.977
ENSG00000196932,TMEM26,74.9564,63.8573,93.9468,172.2409,77.8915,110.2279,36.4006,29.2783,59.6827,53.9356,34.5922,32.9667,174.8981,169.5254,403.2114,471.835,101.3498,142.8239
ENSG00000196935,SRGAP1,2166.4608,2149.1635,2523.8135,5329.7781,3054.6187,3069.1653,3476.3899,3504.2165,3998.0782,3489.3961,3379.6059,3515.3624,3261.9475,3899.686,8260.9162,10666.1009,5038.4443,5392.4942
ENSG00000196937,FAM3C,2210.991,1923.8634,2658.5844,4983.0759,2394.5132,2188.4253,3333.9371,3173.2938,2686.004,3052.1478,3039.4167,2886.1947,2493.4121,2658.3859,6347.1758,7882.5786,2822.7663,2953.6977
ENSG00000196943,NOP9,1538.765,1503.8886,1473.4854,3091.4368,2192.3059,2237.8612,1844.3983,1953.9102,1971.2629,1939.8654,2265.0522,2242.1606,1606.7827,1872.5957,3764.8522,3858.621,2304.8504,2644.4813
ENSG00000196944,OR2T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196946,ZNF705A,0,0,1.202,0.4322,0,0,0,0,0,1.4725,0.3302,0,5.0137,0,3.0546,0.5854,0,0.1352
ENSG00000196950,SLC39A10,2105.2055,1851.57,2055.5874,3992.1092,1947.9964,1970.6346,2735.5236,2601.5408,1637.5139,1519.616,1957.5423,2107.8518,1430.2512,1716.573,3107.1852,3920.9469,1950.3698,1953.9046
ENSG00000196951,SCOC-AS1,12.6714,21.9243,9.6926,19.1533,9.3674,18.0176,32.9456,31.6739,23.8794,16.2051,13.5557,9.6494,26.1149,16.9061,25.0252,23.5765,26.1069,19.1411
ENSG00000196954,CASP4,1699.0501,1566.3548,3508.3038,7052.7629,4278.695,4300.5895,1718.5294,1940.3824,4039.7234,4226.4197,4260.4417,4187.7396,4523.5502,4561.6046,12216.064,13860.9152,7779.6494,8592.1155
ENSG00000196961,AP2A1,5321.9618,5263.711,4676.3235,8976.9547,5012.6752,5331.1678,6124.3898,5579.0148,5880.62,6735.3845,5444.3073,5754.0272,7108.1799,6927.2552,12755.7031,13439.5977,6340.1783,6168.7769
ENSG00000196967,ZNF585A,310.1955,325.0311,255.3965,439.3375,310.9932,297.5571,331.6058,330.9335,259.7929,322.4795,169.0193,250.6833,350.7018,283.6808,531.1712,494.2881,246.9642,257.5353
ENSG00000196968,FUT11,1353.9395,1483.7477,1577.1831,3320.2724,2101.8337,2141.5071,1584.6151,1894.134,1641.6514,1732.8318,1677.0489,1831.1257,1359.47,1624.1254,3308.9954,3709.9127,1925.8252,2449.0009
ENSG00000196970,NXF4,0.4977,0,0,1.302,0,1.3026,0,0,0,0,0,0,0,0,0,0,0,1.2957
ENSG00000196972,SMIM10L2B,77.8365,93.0751,77.8378,137.5158,50.1687,51.1208,49.976,34.1872,46.5854,65.6714,30.9848,18.88,70.2556,68.3336,76.9719,71.3089,38.6833,48.583
ENSG00000196975,ANXA4,1894.0358,1672.709,2080.943,4067.5378,1660.6363,1759.8046,1762.9375,1868.0828,3083.0829,2812.5438,1733.7074,1766.1796,2792.8653,2849.4579,4955.4419,5918.6049,2324.8457,2531.9883
ENSG00000196976,LAGE3,128.1473,137.8856,78.3336,154.2109,98.4219,102.6205,190.6198,170.8087,104.6814,123.3691,128.7668,123.8449,194.383,155.7558,191.2299,210.6836,111.3451,119.7905
ENSG00000196979,LOC401554,3.3917,5.8865,3.8756,12.47,8.8078,3.5081,4.5277,6.9399,2.2803,3.3123,1.3723,7.3394,1.1986,1.4699,4.7944,5.8971,7.753,1.8117
ENSG00000196981,WDR5B,223.3779,191.3968,161.2459,317.0701,314.3758,304.2974,218.1082,221.8148,218.0174,220.0859,251.8843,267.2269,185.1198,215.4216,319.8194,372.2891,300.7758,322.5299
ENSG00000196990,FAM163B,1.2285,0,0,1.9854,0,0,0,0,0,0,0,1.1821,0,0,2.8024,0,0,0.7966
ENSG00000196993,NPIPB8,11.2198,0,5.7946,8.4969,19.6733,0,5.6785,0,7.5075,9.6915,18.6797,0,11.4605,21.6484,22.5611,6.336,7.7926,0.9502
ENSG00000196998,WDR45,1359.1196,1356.8258,1504.3199,2861.5837,2093.7141,2082.3944,1354.8435,1176.6461,1667.2206,1664.1203,1605.9431,1850.6205,1946.2446,2181.5008,4488.6998,4989.1374,2832.6861,3058.0122
ENSG00000197006,METTL9,2889.3792,2861.376,2144.6041,4541.5441,2785.4664,2746.2842,3151.4492,3242.1166,2660.3172,2691.5858,2691.7356,2763.3807,3798.8659,4174.3471,5972.4498,6826.7104,3467.5158,3670.4062
ENSG00000197008,ZNF138,77.5411,72.5863,88.4252,129.6997,70.1159,81.8802,113.483,101.455,91.0477,115.8649,85.9204,90.0251,87.0018,119.3366,173.8292,206.9845,102.8901,88.1169
ENSG00000197013,ZNF429,97.6143,91.799,72.6798,160.1477,87.5281,82.5762,96.8213,103.2203,76.1236,86.4871,67.1115,77.0377,184.4177,160.445,194.089,244.0094,161.1727,136.8462
ENSG00000197016,ZNF470,267.3996,251.8415,377.4794,682.0019,354.5677,356.5777,259.8415,209.3093,251.0474,244.5783,291.966,321.9605,272.7995,339.2246,596.5914,694.2533,470.8555,535.074
ENSG00000197019,SERTAD1,622.326,659.0735,1178.3347,2445.8644,1722.0094,1807.5851,756.0918,707.3734,1081.6385,1317.3246,1668.206,1485.2872,928.1768,928.8531,2554.2559,2569.7348,1749.8521,2040.4686
ENSG00000197020,ZNF100,96.3591,111.4936,143.8369,224.2577,187.1127,192.1355,196.8944,211.8722,222.0941,221.1211,186.1623,271.4142,176.7649,186.7973,300.2284,326.6977,270.6917,283.011
ENSG00000197021,CXorf40B,855.8296,821.4246,678.0861,1319.4476,874.1923,799.4739,740.2002,760.0477,644.4441,749.294,656.35,660.108,914.2808,944.6464,1422.7473,1527.5192,897.3376,896.9179
ENSG00000197024,ZNF398,607.2483,498.9882,527.8542,1157.4316,546.0973,498.5958,609.6469,521.1527,698.4871,697.3674,501.5011,469.5158,512.723,549.3845,1152.2666,1260.8665,498.8434,572.8835
ENSG00000197037,ZSCAN25,402.7059,402.2022,420.4419,944.3409,547.6655,579.62,484.9296,478.5086,446.6557,526.4276,490.9939,446.9997,367.1404,451.5074,890.5136,1056.9245,537.4535,616.3922
